temperature,humidity,rainfall,soil_moisture,plant_age_days,light_intensity,crop_type,risk_level
18.4,42.5,0.5,20.1,23,70.7,rice,Low
17.3,46.9,0.4,60.4,60,35.1,wheat,Low
21.6,63.6,3.9,47.1,116,60.4,sugarcane,Low
33.5,40.4,3.7,67.6,146,81.5,cotton,Low
32.7,27.6,2.1,41.5,135,82.5,rice,Low
35.6,26.8,1.7,24.2,65,73.0,chili,Medium
14.4,46.0,1.1,77.8,96,68.9,sugarcane,Low
44.7,36.8,0.5,42.9,11,95.7,chili,Low
27.3,64.6,4.6,39.1,84,75.1,tomato,Low
27.2,80.1,1.9,70.7,84,64.3,tomato,Low
27.8,82.7,28.4,83.6,89,10.7,chili,High
25.9,92.6,13.4,69.1,59,48.5,onion,Low
26.1,80.4,28.5,66.3,74,13.3,maize,Critical
21.3,82.5,20.1,92.6,111,37.5,chili,Critical
29.0,63.0,3.4,76.4,28,66.9,maize,Low
30.7,76.7,8.8,79.0,19,53.0,chili,Medium
14.4,69.3,1.6,42.6,170,71.1,maize,Low
25.2,84.3,30.8,91.2,118,28.3,chili,Critical
24.8,60.3,1.4,25.6,103,49.1,potato,Low
26.6,84.3,20.9,85.7,63,17.3,onion,Critical
25.5,46.1,0.7,35.1,24,55.6,potato,Low
28.0,86.0,5.2,72.1,173,57.3,rice,Medium
25.6,91.8,31.9,73.9,76,45.6,maize,Medium
26.3,72.1,36.9,88.9,131,20.8,soybean,High
28.7,80.1,33.9,75.5,145,28.8,maize,High
32.4,72.5,25.3,83.3,158,20.9,cotton,High
35.7,25.0,0.0,40.1,147,100.0,onion,Low
23.6,56.3,4.6,23.6,119,57.4,tomato,Low
31.6,95.8,38.6,75.9,63,16.7,tomato,High
11.5,43.5,0.9,33.6,82,78.4,maize,Low
39.8,38.3,0.0,25.6,51,94.4,cotton,High
24.2,76.7,1.9,73.9,47,75.6,potato,Medium
12.8,46.1,2.6,75.5,54,42.2,soybean,Low
29.5,77.4,4.5,71.1,10,66.1,cotton,Medium
24.6,73.4,3.0,62.6,99,61.3,soybean,Low
34.3,28.7,0.2,59.1,111,69.9,maize,Medium
30.4,24.8,0.4,35.6,66,96.1,cotton,Low
32.5,30.5,1.3,66.3,106,75.8,potato,Low
22.0,62.1,1.6,28.3,36,80.1,rice,Low
22.4,60.7,4.6,79.0,94,71.0,sugarcane,Low
34.9,44.5,1.0,79.9,168,58.2,sugarcane,Low
37.4,39.6,3.8,44.0,108,60.4,tomato,Low
21.2,65.5,4.9,36.4,138,51.2,cotton,Low
19.4,55.7,1.9,72.3,108,79.3,cotton,Low
20.1,42.9,4.3,63.2,28,42.5,rice,Low
13.2,46.1,4.2,71.5,156,61.7,sugarcane,Low
26.0,72.0,6.9,68.8,48,69.9,chili,Low
22.6,90.8,37.4,89.6,58,20.4,maize,Critical
29.0,82.7,22.2,60.2,99,29.9,rice,High
25.6,83.7,35.5,67.9,42,22.3,chili,High
24.8,77.7,8.5,90.2,121,69.6,tomato,Medium
24.8,56.3,3.6,23.5,85,60.2,wheat,Low
15.1,46.8,1.0,72.3,99,70.0,sugarcane,Low
27.3,87.3,32.2,86.5,145,18.9,onion,Critical
13.0,61.4,2.2,60.1,127,63.7,tomato,Low
13.3,62.3,4.6,44.8,178,84.8,maize,Low
26.1,35.3,2.0,77.4,120,100.0,wheat,Low
41.4,21.5,1.3,32.8,153,76.2,maize,Low
32.4,24.0,1.6,53.6,96,83.1,cotton,Medium
24.7,73.3,6.9,84.0,26,73.7,tomato,Low
27.6,90.8,34.6,73.8,107,36.5,sugarcane,High
26.1,91.3,10.1,70.0,119,29.0,chili,Medium
31.0,75.4,21.3,82.8,67,30.2,maize,High
29.7,86.3,20.0,85.9,132,17.2,rice,High
21.6,66.9,7.7,67.2,62,62.7,wheat,Low
22.3,76.5,7.3,64.8,27,76.9,sugarcane,Medium
13.9,43.2,3.1,79.5,40,65.8,soybean,Low
16.4,43.2,3.4,21.2,43,78.9,wheat,Low
28.6,96.4,39.5,80.9,83,19.8,cotton,High
30.8,79.4,30.0,89.0,82,0.3,soybean,Critical
15.5,70.2,3.7,24.0,108,60.4,tomato,Low
30.1,87.7,25.8,75.7,35,33.4,potato,High
26.0,75.7,5.4,80.5,7,52.7,wheat,Medium
20.3,44.1,4.2,57.6,82,63.6,onion,Low
25.1,91.4,17.3,76.3,116,14.8,sugarcane,Medium
33.9,28.8,1.5,55.0,129,100.0,rice,Low
20.4,68.2,3.2,78.6,71,64.7,rice,Low
41.5,38.2,2.0,54.3,53,79.1,maize,Medium
35.9,22.7,0.0,53.0,78,76.5,tomato,Low
26.8,70.8,6.5,76.3,62,42.0,wheat,Low
20.0,94.6,30.6,62.0,43,40.1,rice,High
26.0,70.8,8.9,89.1,77,66.0,sugarcane,Low
18.8,51.2,3.5,23.6,171,49.1,wheat,Low
18.4,52.5,1.8,72.2,131,59.2,wheat,Low
20.5,87.5,15.7,63.3,167,17.1,sugarcane,Medium
30.0,76.9,38.1,69.9,109,10.1,tomato,High
11.1,50.1,3.4,60.6,37,47.5,cotton,Low
25.9,88.4,28.1,90.7,12,33.6,chili,Critical
28.6,70.3,4.7,79.0,112,55.2,rice,Low
21.5,60.3,2.8,38.8,87,55.7,soybean,Low
24.4,63.4,5.0,59.9,69,65.7,potato,Low
40.9,29.4,0.0,31.6,77,96.4,chili,Medium
13.9,62.5,0.5,65.2,101,48.2,soybean,Low
27.8,82.5,2.3,60.0,124,57.6,rice,Medium
32.4,99.1,32.5,91.9,38,24.1,tomato,High
29.1,30.5,0.0,30.1,123,83.0,sugarcane,Low
22.6,36.3,3.1,63.0,122,72.9,tomato,Low
41.2,42.8,1.1,56.0,28,69.5,wheat,Low
26.6,81.2,6.6,61.4,170,55.4,tomato,Low
40.5,25.5,1.0,55.2,66,65.5,onion,Medium
19.1,56.3,2.8,57.9,115,61.7,soybean,Low
17.5,57.1,1.2,50.8,168,40.0,soybean,Low
39.5,21.5,0.0,47.5,120,76.6,onion,Low
22.6,74.2,7.9,79.8,77,68.2,cotton,Low
30.9,83.4,29.0,68.1,93,24.0,chili,High
21.6,59.3,2.3,28.6,103,41.3,wheat,Low
18.8,60.1,2.4,72.0,136,44.9,wheat,Low
41.2,26.4,0.4,21.5,59,94.2,rice,High
25.0,78.0,4.5,27.0,168,44.1,wheat,Medium
40.7,47.2,1.6,33.6,38,97.5,potato,Low
32.0,77.5,11.2,60.7,80,28.6,onion,Medium
24.6,63.5,3.9,62.6,71,41.2,rice,Low
27.8,76.2,39.2,79.6,33,36.1,onion,High
36.1,26.4,0.9,56.3,92,90.5,rice,Low
16.7,38.4,2.9,29.4,128,66.3,tomato,Low
26.6,75.5,25.5,70.9,34,24.6,chili,High
17.7,52.2,1.5,34.1,160,56.1,cotton,Low
31.5,91.0,12.7,93.9,86,30.6,onion,Medium
9.3,57.4,6.3,92.0,55,44.5,wheat,Low
24.8,40.5,5.1,91.0,155,76.9,rice,Low
24.2,66.1,7.3,85.2,55,78.0,onion,Medium
23.6,38.8,0.1,30.8,75,58.7,rice,Low
25.4,41.4,3.2,71.6,70,40.1,soybean,Low
33.5,21.0,1.0,29.0,92,72.5,chili,Medium
26.8,63.7,2.9,77.6,48,50.1,soybean,Low
34.4,27.2,0.4,56.2,142,94.6,chili,Medium
26.0,62.8,8.8,73.9,65,69.1,cotton,Low
28.7,75.9,21.9,82.6,64,42.3,cotton,High
33.3,18.2,0.6,70.4,143,93.7,sugarcane,Low
33.8,84.0,31.2,64.0,141,31.7,sugarcane,Medium
29.2,78.6,33.3,80.4,180,8.3,sugarcane,Critical
19.6,56.3,0.0,70.5,170,76.7,cotton,Low
24.0,72.0,9.1,74.3,61,62.9,sugarcane,Low
37.7,22.1,0.7,60.9,14,69.0,soybean,High
33.0,84.3,11.2,89.5,10,42.3,wheat,Medium
40.8,41.0,1.2,21.9,26,66.1,sugarcane,Low
33.5,23.1,3.5,58.4,74,56.4,wheat,Low
31.3,77.1,28.9,79.2,99,33.6,soybean,High
28.1,75.7,20.4,90.2,95,49.1,rice,High
10.4,56.2,3.9,73.9,49,70.9,rice,Low
25.9,61.2,6.0,88.6,13,64.9,soybean,Low
20.4,55.6,0.9,53.0,107,71.6,tomato,Low
28.5,65.2,7.7,89.4,36,50.9,cotton,Medium
24.0,91.9,31.4,89.6,120,33.9,soybean,High
30.0,75.8,8.5,79.7,55,63.9,tomato,Medium
16.9,49.1,1.5,60.6,145,47.8,rice,Low
14.5,50.0,1.8,46.2,90,49.3,potato,Low
30.8,70.0,3.7,28.8,177,57.2,soybean,Low
27.1,79.1,14.2,90.2,11,36.5,tomato,High
8.3,56.1,0.6,42.2,167,55.8,rice,Low
29.5,85.4,9.7,91.4,28,17.9,rice,Critical
27.9,88.5,17.0,65.8,113,35.0,maize,Medium
29.4,50.9,2.6,34.5,137,80.5,cotton,Low
28.9,84.9,11.1,74.2,51,55.2,rice,Medium
15.6,51.9,1.4,37.7,179,65.2,rice,Low
26.7,68.9,10.8,78.7,33,58.2,onion,Low
29.4,61.6,7.6,86.3,101,40.9,rice,Medium
36.8,17.9,3.8,63.1,70,71.9,rice,Medium
24.3,92.5,38.1,80.4,141,22.4,tomato,Critical
32.8,97.3,15.0,60.7,84,26.6,maize,Medium
23.5,68.3,10.3,78.8,154,60.5,cotton,Low
20.8,63.2,4.8,56.7,131,46.9,soybean,Low
41.4,30.4,1.8,43.4,127,66.7,maize,Low
39.2,24.4,1.2,60.5,104,92.7,cotton,High
37.1,24.3,2.1,63.2,170,90.3,tomato,Low
31.9,33.2,1.3,47.3,124,67.5,onion,Low
17.6,61.6,1.4,56.0,13,83.7,sugarcane,Low
32.3,38.9,1.5,61.8,93,80.3,sugarcane,Low
12.0,71.4,3.4,21.5,38,72.7,potato,Medium
30.5,22.4,3.7,69.0,85,79.2,soybean,Low
28.3,74.4,17.2,67.8,99,26.7,onion,Medium
29.8,87.7,14.4,89.7,123,31.6,rice,High
30.2,86.7,19.9,67.0,96,27.0,sugarcane,Medium
36.6,16.4,0.6,78.8,71,76.7,onion,Low
28.1,87.9,35.5,81.9,102,15.3,cotton,High
26.0,63.2,6.8,94.0,69,60.0,onion,Low
35.5,20.6,1.7,72.9,141,95.8,soybean,Low
35.5,33.4,0.7,50.8,63,100.0,onion,Medium
27.5,91.5,24.8,88.2,100,22.1,onion,Critical
39.0,36.3,0.9,61.1,157,84.4,rice,Low
23.7,83.1,5.1,94.2,45,52.4,maize,High
17.2,66.0,1.3,53.5,110,42.0,potato,Low
21.2,45.3,2.0,69.8,74,70.1,potato,Low
10.2,44.5,4.3,49.2,154,77.7,potato,Low
24.7,73.0,3.4,76.7,17,65.6,onion,Low
15.7,53.1,4.8,55.4,121,47.1,onion,Low
27.9,21.3,0.2,76.8,53,86.4,sugarcane,Low
27.8,73.1,3.7,69.2,51,55.4,wheat,Low
26.4,63.9,5.6,73.4,32,68.0,tomato,Low
34.1,47.4,1.3,71.0,140,64.3,soybean,Low
27.8,69.6,9.8,73.7,37,60.8,rice,Low
21.1,76.8,6.3,66.0,88,57.3,potato,Medium
28.3,33.6,1.9,30.1,67,100.0,soybean,Low
27.5,74.7,4.9,39.0,62,64.7,potato,Low
30.8,78.1,33.2,72.5,84,27.0,maize,High
26.9,85.6,16.9,85.0,82,24.1,sugarcane,Medium
14.5,42.6,0.8,38.0,19,59.6,soybean,Low
39.5,33.5,2.4,54.2,106,94.6,soybean,Low
33.6,27.9,1.1,40.3,12,71.9,maize,Medium
23.9,64.0,5.3,76.8,11,49.9,tomato,Low
30.5,91.4,34.4,67.7,90,35.1,onion,Medium
35.2,75.5,27.5,73.0,149,16.3,onion,Medium
17.1,59.3,4.4,67.5,115,69.3,potato,Low
15.8,62.0,3.0,30.4,87,54.0,wheat,Low
29.2,76.3,29.8,86.2,88,34.5,maize,High
29.8,81.4,12.3,77.3,102,46.6,tomato,Medium
27.7,78.0,22.1,88.1,30,13.0,sugarcane,Critical
25.8,75.4,36.2,65.6,117,38.0,tomato,High
31.0,18.9,0.0,75.0,136,73.9,cotton,Medium
11.0,63.5,0.0,67.1,97,53.8,tomato,Low
25.2,63.9,7.7,87.8,100,68.5,cotton,Low
41.5,33.1,1.1,49.6,101,79.5,chili,Low
34.4,45.6,1.6,51.8,54,67.2,maize,Low
28.5,75.6,3.3,65.9,133,77.7,onion,Medium
26.3,91.7,34.4,86.4,140,0.0,potato,Critical
20.4,53.0,3.8,45.8,13,57.6,potato,Low
14.0,59.2,3.3,20.6,142,62.2,wheat,Low
27.8,61.2,9.7,88.0,53,75.7,potato,Low
24.1,86.7,29.2,75.5,8,20.7,sugarcane,Critical
24.7,65.1,3.4,60.5,91,52.0,onion,Low
12.4,37.4,4.4,23.7,141,76.0,sugarcane,Low
26.9,82.5,22.3,89.2,33,29.1,onion,Critical
32.8,36.6,0.3,46.9,26,60.4,potato,High
38.7,28.0,0.8,47.5,20,69.1,tomato,Low
24.0,52.1,0.0,34.7,136,65.2,potato,Low
18.1,62.9,3.9,55.4,33,55.0,potato,Low
10.9,59.2,0.7,34.9,75,78.0,cotton,Low
33.2,75.6,11.1,63.6,164,45.4,sugarcane,Low
16.0,51.1,1.2,43.4,47,76.3,sugarcane,Low
35.1,88.4,15.5,94.5,67,43.3,potato,Low
20.7,69.8,5.5,81.7,174,48.9,wheat,Low
38.6,33.0,0.9,34.6,111,61.0,maize,Low
25.6,75.5,3.1,64.0,62,48.4,soybean,Medium
36.9,20.8,0.2,22.4,107,68.5,sugarcane,Medium
18.1,47.9,0.3,27.6,153,82.9,potato,Low
31.0,32.1,0.8,67.2,170,93.8,tomato,Low
28.1,63.3,2.0,51.7,29,64.2,rice,Low
28.3,59.0,5.1,91.6,128,70.6,wheat,Low
21.5,40.9,3.0,35.8,79,39.3,potato,Low
40.1,44.8,1.8,74.0,51,73.1,rice,Low
31.6,89.8,11.8,66.7,74,62.9,wheat,Medium
35.2,34.8,2.5,67.8,162,70.4,onion,Low
11.0,50.4,2.7,23.7,24,68.5,soybean,Low
31.3,84.6,15.4,60.6,157,40.6,rice,Medium
21.6,72.4,3.5,59.6,122,70.6,tomato,Low
25.8,83.0,33.0,67.4,151,24.3,cotton,High
38.0,28.8,1.2,25.0,36,100.0,cotton,Medium
21.7,72.1,3.3,49.1,138,72.4,sugarcane,Medium
28.5,57.1,9.0,67.3,132,68.2,sugarcane,Low
24.7,81.3,26.8,74.0,20,27.8,cotton,Critical
15.3,66.1,1.6,48.7,146,74.2,chili,Low
24.9,96.3,33.1,61.1,97,35.3,rice,High
39.3,36.6,1.1,42.1,7,95.5,onion,Medium
14.7,53.1,0.0,45.3,157,51.3,wheat,Low
15.7,48.3,5.8,67.8,44,68.3,wheat,Low
28.4,71.3,5.5,76.9,174,47.8,soybean,Low
27.8,77.5,26.7,85.9,161,27.8,soybean,Critical
38.4,41.1,3.3,49.1,54,95.8,maize,Low
26.4,85.4,32.3,76.1,175,21.1,cotton,High
29.9,90.2,19.9,74.4,174,31.2,onion,Medium
31.8,88.4,26.8,91.5,20,28.7,sugarcane,Critical
36.2,91.2,33.1,86.5,171,20.6,cotton,High
29.9,23.9,0.8,48.9,11,85.4,potato,Low
31.6,34.1,0.7,23.1,45,63.7,onion,Low
16.2,55.5,3.0,26.3,19,46.4,rice,Low
28.1,79.0,5.8,86.8,80,76.2,onion,Medium
30.3,86.6,22.0,71.4,178,17.0,maize,Critical
23.1,58.4,2.7,56.4,105,77.0,chili,Low
24.4,59.8,0.0,55.8,73,55.0,soybean,Low
23.6,72.6,7.4,84.5,100,74.4,potato,Medium
10.1,52.9,4.7,58.8,86,64.1,potato,Low
35.0,19.7,0.0,43.6,69,85.9,cotton,Medium
40.1,42.3,2.0,47.5,72,89.5,tomato,Low
29.3,79.7,21.5,84.2,127,3.3,tomato,Critical
20.8,52.3,2.0,79.1,19,51.4,potato,Low
26.6,72.5,4.5,69.7,53,82.7,sugarcane,Low
20.4,55.3,2.6,28.2,32,71.9,onion,Low
30.0,75.9,7.4,90.8,101,71.5,wheat,Medium
31.5,95.7,35.9,61.9,167,28.9,cotton,High
21.6,43.1,3.6,41.7,69,66.3,maize,Low
28.4,87.9,21.0,86.6,21,36.8,rice,Critical
10.2,60.2,3.1,39.5,146,61.8,chili,Low
15.0,49.8,2.8,38.9,144,47.9,cotton,Low
27.9,69.0,1.0,34.0,87,55.7,cotton,Low
27.5,78.6,9.7,75.2,71,64.8,soybean,Low
34.4,79.0,36.0,91.0,124,26.7,wheat,Medium
23.2,86.3,25.8,88.6,53,15.3,chili,Critical
28.0,80.9,20.7,67.8,100,35.1,maize,Medium
31.8,25.2,0.7,42.4,42,67.8,chili,Low
36.5,17.8,1.9,46.6,103,69.3,rice,Low
29.3,89.5,30.0,78.3,47,35.2,soybean,High
19.9,56.9,5.2,69.3,26,66.3,wheat,Low
27.4,21.3,0.9,66.7,69,100.0,potato,Low
31.0,76.1,18.2,93.6,39,11.4,chili,High
16.1,52.8,3.5,37.3,7,63.8,soybean,Low
42.5,38.9,1.0,77.7,95,75.3,chili,Low
29.2,82.2,35.1,79.1,174,17.4,sugarcane,High
24.8,64.0,4.3,39.2,163,74.5,maize,Low
23.7,88.6,18.4,90.8,60,15.8,wheat,High
18.1,68.9,0.6,72.9,123,46.3,potato,Low
21.6,58.7,10.7,69.5,42,56.4,sugarcane,Low
24.4,62.7,4.0,75.9,101,59.3,wheat,Low
24.8,96.0,24.3,61.9,90,32.2,maize,High
26.5,76.4,36.0,89.9,76,9.1,wheat,High
18.3,50.7,2.1,67.5,64,72.5,rice,Low
25.4,79.1,19.7,84.7,5,11.1,maize,High
41.2,25.8,0.2,64.9,56,89.8,onion,Low
14.7,61.3,2.8,45.8,72,44.1,chili,Low
33.8,20.0,0.0,39.9,51,80.8,cotton,Medium
14.3,59.3,0.0,79.3,159,41.0,potato,Low
11.6,55.8,2.8,31.2,123,60.0,maize,Low
18.8,43.9,2.2,78.3,168,54.0,maize,Low
30.7,87.8,32.3,94.8,165,18.0,potato,Critical
34.4,22.7,0.0,24.9,10,58.8,sugarcane,High
22.6,54.9,2.5,72.0,118,73.8,onion,Low
26.0,68.6,4.6,50.3,23,57.9,soybean,Low
15.3,60.4,0.0,29.5,18,72.5,onion,Medium
21.8,77.3,5.2,62.9,122,64.6,maize,Medium
21.7,59.2,0.9,31.0,158,69.3,soybean,Low
35.1,39.9,0.6,51.0,175,95.8,sugarcane,Low
10.4,64.2,0.6,45.2,22,72.0,sugarcane,Low
26.5,78.9,32.0,60.7,23,24.8,wheat,Critical
32.7,28.1,1.8,69.1,140,69.1,chili,Low
32.3,46.0,2.5,53.4,9,81.1,wheat,Low
21.4,54.8,1.5,56.8,97,40.3,rice,Low
26.8,87.1,27.7,86.5,28,26.1,tomato,Critical
21.6,75.4,4.4,38.5,110,52.8,maize,Medium
19.3,45.1,2.2,56.3,153,67.2,soybean,Low
26.9,65.3,4.6,27.3,70,54.6,potato,Medium
15.5,64.0,5.0,44.9,173,45.4,potato,Low
26.4,78.3,1.4,54.8,107,57.7,sugarcane,Medium
12.3,57.2,0.8,32.8,53,51.0,wheat,Low
20.7,63.7,4.2,75.7,128,70.8,potato,Low
10.7,67.3,1.4,56.3,71,56.8,rice,Low
22.5,68.5,1.5,75.7,93,52.0,chili,Low
25.8,69.5,3.9,50.4,74,51.0,rice,Low
22.1,87.3,39.0,90.1,27,15.8,soybean,Critical
22.5,73.8,2.3,34.9,110,80.6,soybean,Low
28.3,58.4,2.2,60.4,125,68.9,maize,Low
27.0,89.9,16.2,66.0,91,24.1,wheat,Medium
20.9,75.3,7.1,63.7,42,56.7,chili,Low
25.7,88.4,26.1,70.4,39,6.3,chili,High
17.7,59.1,3.1,31.8,65,61.5,rice,Low
35.3,35.4,0.0,50.0,128,91.5,rice,Medium
36.7,30.9,1.9,36.7,61,67.3,wheat,Low
29.7,91.6,25.3,82.8,86,14.7,soybean,High
35.5,42.8,1.9,73.6,22,95.5,chili,Low
15.2,50.5,2.9,23.8,123,58.3,chili,Low
30.5,73.4,22.1,93.3,20,7.6,maize,Critical
24.9,58.5,1.5,40.4,103,66.8,rice,Low
31.4,88.2,21.4,85.6,24,12.4,cotton,Critical
32.4,75.6,10.2,67.3,42,56.9,cotton,Low
37.7,39.9,1.1,44.7,150,99.0,soybean,Medium
22.0,51.6,1.7,58.1,7,75.3,sugarcane,Low
33.8,28.3,1.2,34.5,62,72.9,potato,Low
30.1,69.2,5.6,93.1,98,75.1,maize,Medium
16.6,53.3,0.0,57.0,89,83.2,wheat,Low
14.1,51.6,0.0,44.5,20,47.5,soybean,Low
40.0,33.6,0.4,43.8,33,67.8,cotton,Medium
29.2,61.6,9.1,75.8,175,75.8,rice,Low
35.6,34.1,1.5,40.4,178,79.5,maize,Medium
26.4,91.4,27.6,72.0,173,24.1,soybean,Critical
25.1,61.1,0.0,46.8,74,40.6,onion,Low
26.5,77.2,18.0,78.7,161,8.7,maize,Medium
39.1,32.2,1.0,27.6,115,55.1,sugarcane,High
22.9,92.0,31.4,82.0,111,30.9,soybean,High
35.3,33.5,1.5,41.1,168,97.8,cotton,High
26.9,77.6,14.8,70.7,177,52.0,cotton,Medium
26.7,82.6,34.4,68.8,101,14.8,cotton,Critical
20.9,66.1,0.6,48.5,72,43.0,potato,Low
24.6,69.8,9.0,64.3,28,65.0,wheat,Low
29.4,82.2,20.3,65.3,121,37.3,maize,High
30.3,26.1,1.9,37.0,115,78.9,onion,Low
10.7,64.2,4.6,79.5,124,32.1,chili,Low
42.1,32.5,0.7,70.1,109,78.8,cotton,Medium
21.9,74.2,6.7,91.8,148,73.1,wheat,Low
28.0,78.4,3.3,79.9,136,66.6,potato,Medium
23.1,69.7,4.8,36.4,117,69.0,maize,Low
29.8,83.8,23.6,60.5,95,36.1,maize,Medium
20.7,45.4,3.6,21.1,89,72.1,wheat,Low
27.6,63.8,3.3,74.1,26,53.6,cotton,Low
24.9,100.0,39.5,66.7,19,18.0,cotton,Critical
31.3,86.1,31.5,60.4,83,10.4,sugarcane,High
25.2,66.0,9.2,76.2,16,59.4,tomato,Medium
28.4,74.8,2.7,72.7,16,58.8,sugarcane,Medium
23.9,69.4,8.5,71.0,42,50.6,soybean,Low
23.1,76.4,35.1,79.1,67,24.2,wheat,Critical
24.0,73.9,2.7,52.1,143,50.2,tomato,Low
26.1,67.3,3.3,64.6,40,72.8,wheat,Low
30.4,44.3,1.2,25.5,12,63.4,onion,Low
19.6,63.7,1.5,67.4,150,73.7,rice,Low
20.0,69.5,3.2,69.7,154,62.3,wheat,Low
29.5,70.3,1.7,23.1,26,60.4,wheat,Medium
40.4,31.1,0.0,61.7,46,66.2,potato,Medium
25.5,95.4,24.1,67.4,161,27.8,soybean,Critical
30.8,95.6,29.4,76.1,22,27.2,soybean,High
29.7,56.1,12.3,91.7,81,46.5,sugarcane,Low
28.2,89.9,32.1,61.9,10,34.8,wheat,High
27.3,87.0,33.0,60.7,132,0.3,cotton,High
38.3,21.8,2.8,52.5,7,72.1,soybean,Medium
36.6,34.6,1.7,27.4,89,78.8,rice,High
29.6,92.8,29.6,83.4,10,12.8,potato,Critical
16.0,42.3,0.0,75.1,44,49.5,wheat,Low
10.1,67.7,1.2,32.8,31,45.0,tomato,Low
28.6,57.5,5.8,60.8,12,64.6,chili,Low
26.9,78.7,14.5,86.4,115,53.1,soybean,Medium
25.2,60.3,3.4,54.9,167,62.2,cotton,Low
35.3,24.3,0.1,53.5,107,68.8,potato,Medium
23.4,55.8,1.2,33.0,142,66.5,potato,Low
25.2,71.8,7.4,74.9,35,40.8,onion,Low
20.9,70.3,2.1,54.2,114,79.3,wheat,Low
26.8,68.4,7.7,77.6,149,51.4,onion,Low
33.1,95.7,16.2,81.0,48,8.6,tomato,Low
25.3,91.5,22.2,84.7,73,29.8,onion,High
30.0,80.2,9.1,61.1,10,64.5,chili,Medium
12.1,43.3,4.4,65.4,140,75.0,soybean,Low
10.2,46.9,5.2,76.7,10,38.4,maize,Low
24.0,74.2,6.9,85.1,14,57.8,potato,Low
19.0,62.8,1.5,43.0,7,66.4,tomato,Low
27.5,77.7,12.3,82.3,130,55.0,maize,Medium
14.3,50.7,5.0,67.0,16,39.2,chili,Low
19.4,67.5,7.9,71.3,122,72.8,soybean,Low
26.6,88.6,39.7,66.7,67,22.2,maize,High
21.9,76.9,6.6,71.0,84,50.9,cotton,High
24.4,64.1,8.9,80.4,70,59.9,cotton,Low
29.9,86.8,23.8,77.1,106,18.0,soybean,High
28.3,74.8,8.7,81.7,180,57.2,onion,Low
32.2,31.8,1.3,31.0,158,93.2,potato,Low
8.9,57.5,4.2,35.8,69,68.9,tomato,Low
19.7,59.7,0.3,42.1,146,38.2,rice,Low
24.4,85.1,34.2,80.4,11,17.7,rice,Critical
29.8,86.4,38.8,86.5,101,18.9,rice,Critical
30.8,31.6,2.0,60.7,117,81.2,sugarcane,Low
27.8,78.4,8.5,65.4,62,53.1,onion,Medium
26.8,74.9,0.9,44.0,32,54.1,potato,Low
22.2,72.4,3.7,74.2,34,63.0,potato,Low
19.7,50.3,3.1,68.1,136,53.5,soybean,Low
43.3,33.0,0.5,32.1,180,65.2,wheat,Low
15.5,67.5,3.8,75.8,97,64.7,wheat,Low
19.8,47.1,4.6,68.3,119,52.1,rice,Low
31.9,90.8,34.1,72.6,150,37.5,soybean,High
43.3,19.6,0.7,38.3,17,85.9,maize,Medium
27.4,60.5,1.6,66.8,94,54.3,potato,Low
29.1,69.4,5.8,71.9,16,64.1,rice,Medium
21.9,63.9,4.1,72.3,60,70.3,onion,Low
23.3,72.1,5.9,93.7,21,61.2,rice,High
29.6,71.0,7.3,82.8,56,64.0,chili,Low
29.8,77.3,20.4,85.7,82,42.5,onion,Critical
21.2,58.1,1.3,31.6,128,57.0,rice,Low
27.6,75.8,3.4,41.1,57,53.3,tomato,Medium
25.1,90.6,34.7,60.7,55,19.3,chili,Critical
23.1,81.3,18.8,77.6,51,15.0,rice,High
18.9,69.6,0.3,33.5,137,66.5,cotton,Low
25.2,84.1,10.6,81.3,6,34.1,onion,Medium
24.8,65.4,8.5,84.4,61,72.6,chili,Low
39.2,16.1,5.2,75.8,124,87.8,onion,Low
25.2,71.8,7.2,78.2,41,46.7,onion,Low
19.7,65.8,2.6,40.7,150,73.5,cotton,Medium
27.5,79.3,2.0,23.4,127,57.0,soybean,Medium
19.2,62.1,2.1,39.0,162,73.9,sugarcane,Low
26.5,86.0,37.7,69.1,179,44.6,chili,High
26.3,77.6,4.6,20.7,163,43.8,sugarcane,High
22.5,89.6,18.1,87.0,90,25.6,maize,High
21.9,75.9,8.4,92.7,136,58.6,sugarcane,High
35.0,81.8,16.4,65.3,73,22.5,sugarcane,Low
29.0,93.4,18.4,90.4,92,24.8,wheat,High
17.4,66.6,1.3,50.9,16,52.1,tomato,Medium
27.7,61.3,4.8,60.8,107,68.8,potato,Low
28.3,70.7,11.8,82.8,13,57.2,soybean,Low
29.8,70.2,5.8,89.5,18,58.2,cotton,Low
36.2,37.7,0.0,39.7,33,59.8,sugarcane,Medium
14.3,56.0,1.1,77.9,65,65.7,onion,Low
31.2,61.1,3.0,41.2,47,61.1,sugarcane,Low
27.1,87.8,25.1,65.8,119,17.9,soybean,Critical
27.6,82.9,17.6,88.3,173,26.0,tomato,High
39.4,38.9,1.6,69.0,148,82.9,maize,Medium
22.3,82.7,22.3,71.5,51,40.2,wheat,High
31.2,74.4,38.4,75.0,153,34.0,rice,High
26.6,86.7,33.4,88.3,166,7.7,onion,Critical
37.7,25.8,0.8,51.8,134,92.1,sugarcane,Low
38.4,24.2,2.6,29.9,88,79.8,tomato,High
21.5,42.5,3.5,39.2,28,46.9,cotton,Low
34.8,29.8,2.1,53.7,137,59.5,potato,Low
